0;1;5;0,359963269;4,8638;;;;;;;;;GN;;louvain
0;30;3;0,526877892;1,6067;;0,531040043;;;1,551414013;;;;;;
0;31;3;0,526877892;1,4041;;;;;;;;;;;
0;32;3;0,526877892;1,4514;;;;;;;;;;;
0;33;3;0,526877892;1,4729;;;;;;;;;;;
0;34;3;0,526877892;1,5978;;;;;;;;;;;
0;35;3;0,526877892;1,4436;;;;;;;;;;;
0;36;3;0,526877892;1,5544;;;;;;;;;;;
0;37;3;0,526877892;1,4224;;;;;;;;;;;
0;38;3;0,526877892;1,4962;;;;;;;;;;;
0;39;3;0,526877892;1,5336;;;;;;;;;;;
0;40;3;0,526877892;1,5576;;;;;;;;;;;
0;41;3;0,526877892;1,4840;;;;;;;;;;;
0;42;3;0,526877892;1,5396;;;;;;;;;;;
0;43;3;0,526877892;1,4737;;;;;;;;;;;
0;44;3;0,526877892;1,3998;;;;;;;;;;;
0;45;3;0,526877892;1,4384;;;;;;;;;;;
0;46;3;0,526877892;1,4992;;;;;;;;;;;
0;47;3;0,526877892;1,5299;;;;;;;;;;;
0;48;3;0,526877892;1,6069;;;;;;;;;;;
0;49;3;0,526877892;1,4801;;;;;;;;;;;
0;50;3;0,526877892;1,4458;;;;;;;;;;;
0;51;3;0,526877892;1,5464;;;;;;;;;;;
0;52;3;0,526877892;1,4469;;;;;;;;;;;
0;53;3;0,526877892;1,4557;;;;;;;;;;;
0;54;3;0,526877892;1,5368;;;;;;;;;;;
0;55;3;0,526877892;1,4314;;;;;;;;;;;
0;56;3;0,526877892;1,7306;;;;;;;;;;;
0;57;3;0,526877892;1,4172;;;;;;;;;;;
0;58;3;0,526877892;1,5255;;;;;;;;;;;
0;59;3;0,526877892;1,5503;;;;;;;;;;;
0;60;3;0,526877892;1,5794;;;;;;;;;;;
0;61;3;0,526877892;1,4554;;;;;;;;;;;
0;62;3;0,526877892;1,5444;;;;;;;;;;;
0;63;3;0,526877892;1,9070;;;;;;;;;;;
0;64;3;0,526877892;2,0879;;;;;;;;;;;
0;65;3;0,526877892;1,4542;;;;;;;;;;;
0;66;3;0,526877892;1,4370;;;;;;;;;;;
0;67;3;0,526877892;1,5090;;;;;;;;;;;
0;68;3;0,526877892;1,4426;;;;;;;;;;;
0;69;3;0,526877892;1,7809;;;;;;;;;;;
0;70;3;0,526877892;1,5085;;;;;;;;;;;
0;71;3;0,526877892;1,5748;;;;;;;;;;;
0;72;3;0,526877892;1,5941;;;;;;;;;;;
0;73;3;0,526877892;1,6109;;;;;;;;;;;
0;74;3;0,526877892;1,4774;;;;;;;;;;;
0;75;3;0,526877892;1,4406;;;;;;;;;;;
0;76;3;0,526877892;1,5309;;;;;;;;;;;
0;77;3;0,526877892;1,5735;;;;;;;;;;;
0;78;3;0,526877892;1,4622;;;;;;;;;;;
0;79;3;0,526877892;1,4354;;;;;;;;;;;
0;80;3;0,526877892;1,4273;;;;;;;;;;;
0;81;3;0,526877892;1,4704;;;;;;;;;;;
0;82;3;0,526877892;1,4729;;;;;;;;;;;
0;83;3;0,526877892;1,4383;;;;;;;;;;;
0;84;3;0,526877892;1,4670;;;;;;;;;;;
0;85;3;0,526877892;1,4063;;;;;;;;;;;
0;86;3;0,526877892;1,5462;;;;;;;;;;;
0;87;3;0,526877892;1,4116;;;;;;;;;;;
0;88;3;0,526877892;1,4418;;;;;;;;;;;
0;89;3;0,526877892;1,4313;;;;;;;;;;;
0;90;3;0,526877892;1,5364;;;;;;;;;;;
0;91;3;0,526877892;1,4266;;;;;;;;;;;
0;92;3;0,526877892;1,5112;;;;;;;;;;;
0;93;3;0,524005487;1,4208;;;;;;;;;;;
0;94;3;0,520991736;1,5192;;;;;;;;;;;
0;95;3;0,520991736;1,5258;;;;;;;;;;;
0;96;3;0,520991736;1,4204;;;;;;;;;;;
0;97;3;0,520991736;1,4168;;;;;;;;;;;
0;98;3;0,520991736;1,5283;;;;;;;;;;;
0;99;3;0,520991736;1,4381;;;;;;;;;;;
0;100;3;0,520991736;1,4491;;;;;;;;;;;
0;1;3;0,349159971;4,2609;;;;;;;;;;;
0;2;3;0,342105263;1,5726;;;;;;;;;;;
0;3;3;0,342105263;1,4920;;;;;;;;;;;
0;4;3;0,33530572;1,5173;;;;;;;;;;;
0;5;3;0,32875;1,4897;;;;;;;;;;;
0;6;3;0,32875;1,8451;;;;;;;;;;;
0;7;3;0,316326531;1,5627;;;;;;;;;;;
0;8;4;0,08353151;1,3998;;;;;;;;;;;
0;9;3;0,514977187;1,3942;;;;;;;;;;;
0;10;3;0,514977187;1,4550;;;;;;;;;;;
0;11;3;0,514977187;1,4382;;;;;;;;;;;
0;12;3;0,514977187;1,3935;;;;;;;;;;;
0;13;3;0,514977187;1,3951;;;;;;;;;;;
0;14;3;0,514977187;1,5343;;;;;;;;;;;
0;15;3;0,514977187;1,4608;;;;;;;;;;;
0;16;3;0,514977187;1,4064;;;;;;;;;;;
0;17;3;0,514977187;1,4505;;;;;;;;;;;
0;18;3;0,512731481;1,3985;;;;;;;;;;;
0;19;3;0,512731481;1,4646;;;;;;;;;;;
0;20;3;0,512731481;1,3989;;;;;;;;;;;
0;21;3;0,512731481;1,4551;;;;;;;;;;;
0;22;3;0,512731481;1,4059;;;;;;;;;;;
0;23;3;0,512731481;1,4644;;;;;;;;;;;
0;24;3;0,512731481;1,3916;;;;;;;;;;;
0;25;3;0,512731481;1,3896;;;;;;;;;;;
0;26;3;0,510414712;1,3986;;;;;;;;;;;
0;27;3;0,510414712;1,4069;;;;;;;;;;;
0;28;3;0,508035062;1,4758;;;;;;;;;;;
0;29;3;0,508035062;1,3636;;;;;;;;;;;
0;30;3;0,508035062;1,3852;;;;;;;;;;;
0;31;3;0,508035062;1,3741;;;;;;;;;;;
0;32;3;0,508035062;1,3917;;;;;;;;;;;
0;33;3;0,508035062;1,3862;;;;;;;;;;;
0;34;3;0,508035062;1,3836;;;;;;;;;;;
0;35;3;0,508035062;1,4615;;;;;;;;;;;
0;36;3;0,508035062;1,3734;;;;;;;;;;;
0;37;3;0,508035062;1,3787;;;;;;;;;;;
0;38;3;0,508035062;1,4551;;;;;;;;;;;
0;39;3;0,508035062;1,5229;;;;;;;;;;;
0;40;3;0,508035062;1,4230;;;;;;;;;;;
0;41;3;0,508035062;1,4015;;;;;;;;;;;
0;42;3;0,508035062;1,4031;;;;;;;;;;;
0;43;3;0,508035062;1,3793;;;;;;;;;;;
0;44;3;0,508035062;1,3648;;;;;;;;;;;
0;45;3;0,508035062;1,4688;;;;;;;;;;;
0;46;3;0,508035062;1,4058;;;;;;;;;;;
0;47;3;0,508035062;1,4494;;;;;;;;;;;
0;48;3;0,508035062;1,6006;;;;;;;;;;;
0;49;3;0,508035062;1,4391;;;;;;;;;;;
0;50;3;0,508035062;1,5232;;;;;;;;;;;
0;51;3;0,508035062;1,4037;;;;;;;;;;;
0;52;3;0,508035062;1,4017;;;;;;;;;;;
0;53;3;0,508035062;1,5329;;;;;;;;;;;
0;54;3;0,508035062;1,4405;;;;;;;;;;;
0;55;3;0,508035062;1,3981;;;;;;;;;;;
0;56;2;0,051246537;1,5237;;;;;;;;;;;
0;57;6;0,660027162;1,4841;;;;;;;;;;;
0;58;2;0;1,3952;;;;;;;;;;;
0;59;1;0;1,5407;;;;;;;;;;;
0;60;2;0;1,3880;;;;;;;;;;;
0;61;1;0;1,3954;;;;;;;;;;;
0;62;2;0,057093426;1,4030;;;;;;;;;;;
0;63;3;0,457102172;1,4503;;;;;;;;;;;
0;64;3;0,457102172;1,4960;;;;;;;;;;;
0;65;3;0,457102172;1,4812;;;;;;;;;;;
0;66;3;0,457102172;1,4797;;;;;;;;;;;
0;67;3;0,457102172;1,4819;;;;;;;;;;;
0;68;3;0,457102172;1,4416;;;;;;;;;;;
0;69;3;0,457102172;1,3924;;;;;;;;;;;
0;70;3;0,457102172;1,3997;;;;;;;;;;;
0;71;3;0,457102172;1,4445;;;;;;;;;;;
0;72;3;0,457102172;1,3782;;;;;;;;;;;
0;73;3;0,451989026;1,3803;;;;;;;;;;;
0;74;3;0,451989026;1,4443;;;;;;;;;;;
0;75;3;0,446942149;1,3846;;;;;;;;;;;
0;76;3;0,446942149;1,4096;;;;;;;;;;;
0;77;3;0,446942149;1,4443;;;;;;;;;;;
0;78;3;0,446942149;1,4511;;;;;;;;;;;
0;79;3;0,446942149;1,4047;;;;;;;;;;;
0;80;3;0,446942149;1,4529;;;;;;;;;;;
0;81;3;0,446942149;1,3613;;;;;;;;;;;
0;82;3;0,446942149;1,4133;;;;;;;;;;;
0;83;3;0,446942149;1,3647;;;;;;;;;;;
0;84;3;0,446942149;1,4007;;;;;;;;;;;
0;85;3;0,446942149;1,3874;;;;;;;;;;;
0;86;3;0,446942149;1,3730;;;;;;;;;;;
0;87;3;0,446942149;1,5176;;;;;;;;;;;
0;88;3;0,446942149;1,4574;;;;;;;;;;;
0;89;3;0,446942149;1,4552;;;;;;;;;;;
0;90;3;0,446942149;1,3986;;;;;;;;;;;
0;91;3;0,446942149;1,4512;;;;;;;;;;;
0;92;3;0,446942149;1,3673;;;;;;;;;;;
0;93;3;0,446942149;1,3636;;;;;;;;;;;
0;94;3;0,446942149;1,3840;;;;;;;;;;;
0;95;3;0,446942149;1,3584;;;;;;;;;;;
0;96;3;0,446942149;1,3830;;;;;;;;;;;
0;97;3;0,446942149;1,4705;;;;;;;;;;;
0;98;3;0,446942149;1,3772;;;;;;;;;;;
0;99;3;0,446942149;1,4701;;;;;;;;;;;
0;100;3;0,446942149;1,3684;;;;;;;;;;;
0;1;6;0,606481481;3,4402;;;;;;;;;;;
0;2;6;0,606481481;1,4826;;;;;;;;;;;
0;3;6;0,606481481;1,4445;;;;;;;;;;;
0;4;6;0,606481481;1,4485;;;;;;;;;;;
0;5;6;0,606481481;1,4528;;;;;;;;;;;
0;6;6;0,606481481;1,5506;;;;;;;;;;;
0;7;6;0,606481481;1,5106;;;;;;;;;;;
0;8;6;0,606481481;1,5045;;;;;;;;;;;
0;9;6;0,606481481;1,4233;;;;;;;;;;;
0;10;6;0,606481481;1,4407;;;;;;;;;;;
0;11;6;0,606481481;1,4268;;;;;;;;;;;
0;12;6;0,606481481;1,4364;;;;;;;;;;;
0;13;6;0,606481481;1,4550;;;;;;;;;;;
0;14;6;0,606481481;1,4295;;;;;;;;;;;
0;15;6;0,606481481;1,4412;;;;;;;;;;;
0;16;6;0,606481481;1,4224;;;;;;;;;;;
0;17;6;0,606481481;1,4334;;;;;;;;;;;
0;18;6;0,606481481;1,4359;;;;;;;;;;;
0;19;6;0,606481481;1,4847;;;;;;;;;;;
0;20;6;0,606481481;1,4608;;;;;;;;;;;
0;21;6;0,606481481;1,4170;;;;;;;;;;;
0;22;6;0,606481481;1,4375;;;;;;;;;;;
0;23;6;0,606481481;1,4690;;;;;;;;;;;
0;24;6;0,606481481;1,4217;;;;;;;;;;;
0;25;6;0,606481481;1,4661;;;;;;;;;;;
0;26;6;0,606481481;1,4226;;;;;;;;;;;
0;27;6;0,606481481;1,4180;;;;;;;;;;;
0;28;6;0,606481481;1,4607;;;;;;;;;;;
0;29;6;0,606481481;1,5593;;;;;;;;;;;
0;30;6;0,606481481;1,4213;;;;;;;;;;;
0;31;6;0,606481481;1,4267;;;;;;;;;;;
0;32;6;0,606481481;1,4045;;;;;;;;;;;
0;33;6;0,606481481;1,3898;;;;;;;;;;;
0;34;6;0,606481481;1,3990;;;;;;;;;;;
0;35;6;0,606481481;1,3965;;;;;;;;;;;
0;36;6;0,606481481;1,4133;;;;;;;;;;;
0;37;6;0,606481481;1,4292;;;;;;;;;;;
0;38;6;0,606481481;1,4101;;;;;;;;;;;
0;39;6;0,606481481;1,4074;;;;;;;;;;;
0;40;6;0,606481481;1,5696;;;;;;;;;;;
0;41;6;0,606481481;1,4073;;;;;;;;;;;
0;42;6;0,606481481;1,3912;;;;;;;;;;;
0;43;6;0,606481481;1,4190;;;;;;;;;;;
0;44;6;0,606481481;1,4109;;;;;;;;;;;
0;45;6;0,606481481;1,4045;;;;;;;;;;;
0;46;6;0,606481481;1,4279;;;;;;;;;;;
0;47;6;0,606481481;1,4089;;;;;;;;;;;
0;48;6;0,606481481;1,4372;;;;;;;;;;;
0;49;6;0,606481481;1,5393;;;;;;;;;;;
0;50;6;0,606481481;1,4187;;;;;;;;;;;
0;51;6;0,606481481;1,4079;;;;;;;;;;;
0;52;6;0,606481481;1,4253;;;;;;;;;;;
0;53;6;0,606481481;1,4118;;;;;;;;;;;
0;54;6;0,606481481;1,4761;;;;;;;;;;;
0;55;6;0,606481481;1,4783;;;;;;;;;;;
0;56;6;0,606481481;1,4314;;;;;;;;;;;
0;57;6;0,606481481;1,4175;;;;;;;;;;;
0;58;6;0,606481481;1,4128;;;;;;;;;;;
0;59;6;0,606481481;1,4030;;;;;;;;;;;
0;60;6;0,606481481;1,4216;;;;;;;;;;;
0;61;6;0,606481481;1,4395;;;;;;;;;;;
0;62;6;0,606481481;1,4182;;;;;;;;;;;
0;63;6;0,606481481;1,4510;;;;;;;;;;;
0;64;6;0,606481481;1,4734;;;;;;;;;;;
0;65;6;0,606481481;1,4122;;;;;;;;;;;
0;66;6;0,606481481;1,4739;;;;;;;;;;;
0;67;6;0,606481481;1,4252;;;;;;;;;;;
0;68;6;0,606481481;1,4077;;;;;;;;;;;
0;69;6;0,606481481;1,4036;;;;;;;;;;;
0;70;6;0,606481481;1,4647;;;;;;;;;;;
0;71;6;0,606481481;1,4232;;;;;;;;;;;
0;72;6;0,606481481;1,3912;;;;;;;;;;;
0;73;6;0,606481481;1,5660;;;;;;;;;;;
0;74;6;0,606481481;1,4254;;;;;;;;;;;
0;75;6;0,606481481;1,4245;;;;;;;;;;;
0;76;6;0,606481481;1,4948;;;;;;;;;;;
0;77;6;0,606481481;1,4287;;;;;;;;;;;
0;78;6;0,606481481;1,5280;;;;;;;;;;;
0;79;6;0,606481481;1,4269;;;;;;;;;;;
0;80;6;0,606481481;1,4955;;;;;;;;;;;
0;81;6;0,606481481;1,4168;;;;;;;;;;;
0;82;6;0,606481481;1,3973;;;;;;;;;;;
0;83;6;0,606481481;1,4113;;;;;;;;;;;
0;84;6;0,606481481;1,4852;;;;;;;;;;;
0;85;6;0,606481481;1,4408;;;;;;;;;;;
0;86;6;0,606481481;1,4688;;;;;;;;;;;
0;87;6;0,606481481;1,4129;;;;;;;;;;;
0;88;6;0,606481481;1,4109;;;;;;;;;;;
0;89;6;0,606481481;1,4621;;;;;;;;;;;
0;90;6;0,606481481;1,4369;;;;;;;;;;;
0;91;6;0,606481481;1,4198;;;;;;;;;;;
0;92;6;0,606481481;1,4165;;;;;;;;;;;
0;93;6;0,606481481;1,4977;;;;;;;;;;;
0;94;6;0,606481481;1,4435;;;;;;;;;;;
0;95;6;0,606481481;1,4592;;;;;;;;;;;
0;96;6;0,606481481;1,4750;;;;;;;;;;;
0;97;6;0,606481481;1,4832;;;;;;;;;;;
0;98;6;0,606481481;1,4344;;;;;;;;;;;
0;99;6;0,606481481;1,4266;;;;;;;;;;;
0;100;6;0,606481481;1,5066;;;;;;;;;;;
0;1;6;0,290723156;4,7442;;;;;;;;;;;
0;2;3;0,041273412;2,0743;;;;;;;;;;;
0;3;3;0,108336636;3,0802;;;;;;;;;;;
0;4;3;0,497808619;4,7421;;;;;;;;;;;
0;5;3;0,497808619;2,4081;;;;;;;;;;;
0;6;3;0,497808619;4,0742;;;;;;;;;;;
0;7;3;0,497808619;2,6584;;;;;;;;;;;
0;8;3;0,497808619;1,5473;;;;;;;;;;;
0;9;3;0,497808619;3,6575;;;;;;;;;;;
0;10;3;0,497808619;2,3234;;;;;;;;;;;
0;11;3;0,497808619;3,9209;;;;;;;;;;;
0;12;3;0,497808619;1,8099;;;;;;;;;;;
0;13;3;0,497808619;1,4376;;;;;;;;;;;
0;14;3;0,497808619;1,5847;;;;;;;;;;;
0;15;3;0,497808619;1,5269;;;;;;;;;;;
0;16;3;0,497808619;1,4573;;;;;;;;;;;
0;17;3;0,497808619;1,5512;;;;;;;;;;;
0;18;3;0,497808619;1,4429;;;;;;;;;;;
0;19;3;0,497808619;1,4516;;;;;;;;;;;
0;20;3;0,497808619;1,4508;;;;;;;;;;;
0;21;3;0,497808619;1,5265;;;;;;;;;;;
0;22;3;0,495644444;1,5472;;;;;;;;;;;
0;23;3;0,495644444;1,5638;;;;;;;;;;;
0;24;3;0,495644444;1,4498;;;;;;;;;;;
0;25;3;0,495644444;1,6083;;;;;;;;;;;
0;26;3;0,495644444;1,5086;;;;;;;;;;;
0;27;3;0,495644444;1,4181;;;;;;;;;;;
0;28;3;0,495644444;1,5362;;;;;;;;;;;
0;29;3;0,495644444;1,5040;;;;;;;;;;;
0;30;3;0,495644444;1,5536;;;;;;;;;;;
0;31;3;0,495644444;1,5437;;;;;;;;;;;
0;32;3;0,495644444;1,5272;;;;;;;;;;;
0;33;3;0,495644444;1,5150;;;;;;;;;;;
0;34;3;0,495644444;1,4538;;;;;;;;;;;
0;35;3;0,495644444;1,6392;;;;;;;;;;;
0;36;3;0,495644444;1,8968;;;;;;;;;;;
0;37;3;0,495644444;1,6190;;;;;;;;;;;
0;38;3;0,495644444;1,4382;;;;;;;;;;;
0;39;3;0,495644444;1,4859;;;;;;;;;;;
0;40;3;0,495644444;1,4462;;;;;;;;;;;
0;41;2;0,025636701;1,5046;;;;;;;;;;;
0;42;4;0,542355372;1,4903;;;;;;;;;;;
0;43;4;0,542355372;1,4223;;;;;;;;;;;
0;44;4;0,542355372;1,5375;;;;;;;;;;;
0;45;4;0,542355372;1,5078;;;;;;;;;;;
0;46;4;0,542355372;1,5169;;;;;;;;;;;
0;47;4;0,542355372;1,6526;;;;;;;;;;;
0;48;4;0,542355372;1,5506;;;;;;;;;;;
0;49;4;0,542355372;1,4376;;;;;;;;;;;
0;50;4;0,542355372;1,4421;;;;;;;;;;;
0;51;4;0,542355372;1,4523;;;;;;;;;;;
0;52;4;0,542355372;1,4380;;;;;;;;;;;
0;53;4;0,542355372;1,5176;;;;;;;;;;;
0;54;4;0,542355372;1,5274;;;;;;;;;;;
0;55;4;0,542355372;1,4777;;;;;;;;;;;
0;56;4;0,542355372;1,4931;;;;;;;;;;;
0;57;4;0,542355372;1,4770;;;;;;;;;;;
0;58;4;0,542355372;1,6653;;;;;;;;;;;
0;59;4;0,542355372;1,5634;;;;;;;;;;;
0;60;4;0,542355372;1,5752;;;;;;;;;;;
0;61;4;0,542355372;1,9925;;;;;;;;;;;
0;62;4;0,542355372;2,3561;;;;;;;;;;;
0;63;4;0,542355372;1,9468;;;;;;;;;;;
0;64;4;0,542355372;2,1277;;;;;;;;;;;
0;65;4;0,542355372;1,8144;;;;;;;;;;;
0;66;4;0,542355372;2,6285;;;;;;;;;;;
0;67;4;0,542355372;1,9719;;;;;;;;;;;
0;68;4;0,542355372;1,6304;;;;;;;;;;;
0;69;4;0,542355372;3,4387;;;;;;;;;;;
0;70;4;0,542355372;2,6406;;;;;;;;;;;
0;71;4;0,542355372;1,7183;;;;;;;;;;;
0;72;4;0,542355372;1,6512;;;;;;;;;;;
0;73;4;0,542355372;1,8529;;;;;;;;;;;
0;74;4;0,542355372;2,0651;;;;;;;;;;;
0;75;4;0,542355372;1,8872;;;;;;;;;;;
0;76;4;0,542355372;2,1233;;;;;;;;;;;
0;77;4;0,542355372;1,7334;;;;;;;;;;;
0;78;4;0,542355372;3,0635;;;;;;;;;;;
0;79;4;0,542355372;2,9236;;;;;;;;;;;
0;80;4;0,542355372;1,7242;;;;;;;;;;;
0;81;4;0,542355372;1,6684;;;;;;;;;;;
0;82;4;0,542355372;1,9137;;;;;;;;;;;
0;83;4;0,542355372;2,0404;;;;;;;;;;;
0;84;4;0,542355372;1,6968;;;;;;;;;;;
0;85;4;0,542355372;2,0123;;;;;;;;;;;
0;86;4;0,542355372;1,7760;;;;;;;;;;;
0;87;4;0,542355372;1,6501;;;;;;;;;;;
0;88;4;0,542355372;1,8100;;;;;;;;;;;
0;89;4;0,542355372;2,4289;;;;;;;;;;;
0;90;4;0,542355372;1,8336;;;;;;;;;;;
0;91;4;0,542355372;2,0891;;;;;;;;;;;
0;92;4;0,542355372;1,8320;;;;;;;;;;;
0;93;4;0,542355372;1,9756;;;;;;;;;;;
0;94;4;0,542355372;1,8953;;;;;;;;;;;
0;95;4;0,542355372;1,4693;;;;;;;;;;;
0;96;4;0,542355372;1,4741;;;;;;;;;;;
0;97;4;0,542355372;1,4642;;;;;;;;;;;
0;98;4;0,542355372;1,5436;;;;;;;;;;;
0;99;4;0,542355372;1,4367;;;;;;;;;;;
0;100;4;0,542355372;1,6326;;;;;;;;;;;
0;1;5;0,351211073;5,4162;;;;;;;;;;;
0;2;2;0,025473465;2,3945;;;;;;;;;;;
0;3;1;0;2,6874;;;;;;;;;;;
0;4;2;0;2,5521;;;;;;;;;;;
0;5;4;0,112889273;2,3147;;;;;;;;;;;
0;6;2;0,296417234;2,5320;;;;;;;;;;;
0;7;2;0,296417234;4,2452;;;;;;;;;;;
0;8;2;0,296417234;3,2463;;;;;;;;;;;
0;9;2;0,296417234;2,8713;;;;;;;;;;;
0;10;2;0,296417234;3,5617;;;;;;;;;;;
0;11;2;0,292077911;2,6282;;;;;;;;;;;
0;12;2;0,292077911;2,1246;;;;;;;;;;;
0;13;2;0,292077911;2,1877;;;;;;;;;;;
0;14;2;0,292077911;2,9469;;;;;;;;;;;
0;15;2;0,292077911;2,1834;;;;;;;;;;;
0;16;2;0,292077911;2,7052;;;;;;;;;;;
0;17;2;0,292077911;3,5724;;;;;;;;;;;
0;18;2;0,292077911;3,5371;;;;;;;;;;;
0;19;2;0,289951989;2,9876;;;;;;;;;;;
0;20;2;0,289951989;3,6958;;;;;;;;;;;
0;21;2;0,289951989;2,2044;;;;;;;;;;;
0;22;2;0,289951989;1,7926;;;;;;;;;;;
0;23;2;0,327846459;1,8607;;;;;;;;;;;
0;24;3;0,513417151;2,0144;;;;;;;;;;;
0;25;3;0,513417151;2,1360;;;;;;;;;;;
0;26;3;0,513417151;2,2131;;;;;;;;;;;
0;27;3;0,513417151;1,6623;;;;;;;;;;;
0;28;3;0,513417151;1,6205;;;;;;;;;;;
0;29;3;0,513417151;1,6272;;;;;;;;;;;
0;30;3;0,513417151;1,6728;;;;;;;;;;;
0;31;3;0,513417151;1,6452;;;;;;;;;;;
0;32;3;0,513417151;1,6877;;;;;;;;;;;
0;33;3;0,513417151;1,8112;;;;;;;;;;;
0;34;3;0,513417151;3,7203;;;;;;;;;;;
0;35;3;0,513417151;1,6623;;;;;;;;;;;
0;36;3;0,513417151;1,6518;;;;;;;;;;;
0;37;3;0,513417151;1,6438;;;;;;;;;;;
0;38;3;0,513417151;1,6878;;;;;;;;;;;
0;39;3;0,513417151;1,6280;;;;;;;;;;;
0;40;3;0,513417151;1,6447;;;;;;;;;;;
0;41;3;0,513417151;1,6800;;;;;;;;;;;
0;42;3;0,513417151;1,6829;;;;;;;;;;;
0;43;3;0,513417151;1,6370;;;;;;;;;;;
0;44;3;0,513417151;1,6702;;;;;;;;;;;
0;45;3;0,513417151;1,7011;;;;;;;;;;;
0;46;3;0,513417151;1,6733;;;;;;;;;;;
0;47;3;0,513417151;1,7479;;;;;;;;;;;
0;48;3;0,513417151;1,7335;;;;;;;;;;;
0;49;3;0,513417151;1,6198;;;;;;;;;;;
0;50;3;0,513417151;1,6071;;;;;;;;;;;
0;51;3;0,513417151;1,6447;;;;;;;;;;;
0;52;3;0,513417151;2,5147;;;;;;;;;;;
0;53;3;0,513417151;1,8560;;;;;;;;;;;
0;54;3;0,513417151;2,0387;;;;;;;;;;;
0;55;3;0,513417151;2,1482;;;;;;;;;;;
0;56;3;0,513417151;2,2391;;;;;;;;;;;
0;57;3;0,513417151;1,8483;;;;;;;;;;;
0;58;3;0,513417151;1,6993;;;;;;;;;;;
0;59;3;0,513417151;1,8152;;;;;;;;;;;
0;60;3;0,513417151;1,7066;;;;;;;;;;;
0;61;3;0,513417151;1,7127;;;;;;;;;;;
0;62;3;0,513417151;1,7125;;;;;;;;;;;
0;63;3;0,513417151;1,6827;;;;;;;;;;;
0;64;3;0,513417151;2,7445;;;;;;;;;;;
0;65;3;0,513417151;2,5538;;;;;;;;;;;
0;66;3;0,513417151;1,7180;;;;;;;;;;;
0;67;3;0,513417151;1,8262;;;;;;;;;;;
0;68;3;0,513417151;1,7550;;;;;;;;;;;
0;69;3;0,513417151;1,7123;;;;;;;;;;;
0;70;3;0,513417151;1,7356;;;;;;;;;;;
0;71;3;0,513417151;1,7301;;;;;;;;;;;
0;72;3;0,513417151;1,7021;;;;;;;;;;;
0;73;3;0,513417151;1,8104;;;;;;;;;;;
0;74;3;0,513417151;1,6742;;;;;;;;;;;
0;75;3;0,513417151;1,9435;;;;;;;;;;;
0;76;3;0,513417151;3,5944;;;;;;;;;;;
0;77;3;0,513417151;3,0817;;;;;;;;;;;
0;78;3;0,513417151;2,3671;;;;;;;;;;;
0;79;3;0,513417151;1,5884;;;;;;;;;;;
0;80;3;0,513417151;1,5764;;;;;;;;;;;
0;81;3;0,513417151;1,5496;;;;;;;;;;;
0;82;3;0,513417151;1,5230;;;;;;;;;;;
0;83;3;0,513417151;1,5481;;;;;;;;;;;
0;84;3;0,513417151;1,5121;;;;;;;;;;;
0;85;3;0,513417151;2,6053;;;;;;;;;;;
0;86;3;0,513417151;1,6078;;;;;;;;;;;
0;87;3;0,513417151;1,7713;;;;;;;;;;;
